"","City","State","Income","MoE","Year"
"3042","Germantown CDP"," Maryland",81525,NA,2012
"3052","Glen Burnie CDP"," Maryland",57589,NA,2012
"3062","Silver Spring CDP"," Maryland",71797,NA,2012
"3072","Waldorf CDP"," Maryland",87360,NA,2012
"3082","Boston city"," Massachusetts",51642,NA,2012
"3092","Brockton city"," Massachusetts",49242,NA,2012
"3103","Cambridge city"," Massachusetts",76264,NA,2012
"3113","Fall River city"," Massachusetts",31143,NA,2012
"3122","Framingham CDP"," Massachusetts",68373,NA,2012
"3132","Lawrence city"," Massachusetts",30509,NA,2012
"3142","Lowell city"," Massachusetts",45271,NA,2012
"3152","Lynn city"," Massachusetts",41286,NA,2012
"3162","New Bedford city"," Massachusetts",35555,NA,2012
"3172","Newton city"," Massachusetts",125642,NA,2012
"3182","Quincy city"," Massachusetts",58051,NA,2012
"3192","Somerville city"," Massachusetts",62133,NA,2012
"3202","Springfield city"," Massachusetts",31356,NA,2012
"3213","Worcester city"," Massachusetts",43492,NA,2012
"3222","Ann Arbor city"," Michigan",50648,NA,2012
"3232","Dearborn city"," Michigan",44021,NA,2012
"3242","Detroit city"," Michigan",23600,NA,2012
"3252","Farmington Hills city"," Michigan",63781,NA,2012
"3262","Flint city"," Michigan",27149,NA,2012
"3272","Grand Rapids city"," Michigan",38643,NA,2012
"3282","Kalamazoo city"," Michigan",30214,NA,2012
"3292","Lansing city"," Michigan",33514,NA,2012
"3302","Livonia city"," Michigan",67934,NA,2012
"3313","Rochester Hills city"," Michigan",81635,NA,2012
"3322","Southfield city"," Michigan",45494,NA,2012
"3332","Sterling Heights city"," Michigan",57955,NA,2012
"3342","Troy city"," Michigan",81800,NA,2012
"3352","Warren city"," Michigan",41006,NA,2012
"3362","Westland city"," Michigan",43551,NA,2012
"3372","Wyoming city"," Michigan",44793,NA,2012
"3382","Bloomington city"," Minnesota",58465,NA,2012
"3392","Brooklyn Park city"," Minnesota",61687,NA,2012
"3402","Duluth city"," Minnesota",43799,NA,2012
"3413","Minneapolis city"," Minnesota",47604,NA,2012
"3422","Plymouth city"," Minnesota",86419,NA,2012
"3432","Rochester city"," Minnesota",61741,NA,2012
"3442","St. Cloud city"," Minnesota",43911,NA,2012
"3452","St. Paul city"," Minnesota",48235,NA,2012
"3462","Gulfport city"," Mississippi",38313,NA,2012
"3472","Jackson city"," Mississippi",30219,NA,2012
"3482","Columbia city"," Missouri",40118,NA,2012
"3492","Independence city"," Missouri",44049,NA,2012
"3502","Kansas City city"," Missouri",41877,NA,2012
"3513","Lee's Summit city"," Missouri",74553,NA,2012
"3522","O'Fallon city"," Missouri",76566,NA,2012
"3532","St. Charles city"," Missouri",52330,NA,2012
"3542","St. Joseph city"," Missouri",38478,NA,2012
"3552","St. Louis city"," Missouri",31997,NA,2012
"3562","Springfield city"," Missouri",32156,NA,2012
"3572","Billings city"," Montana",46914,NA,2012
"3582","Missoula city"," Montana",42134,NA,2012
"3592","Lincoln city"," Nebraska",48070,NA,2012
"3602","Omaha city"," Nebraska",45159,NA,2012
"3613","Enterprise CDP"," Nevada",65113,NA,2012
"3622","Henderson city"," Nevada",61404,NA,2012
"3632","Las Vegas city"," Nevada",47415,NA,2012
"3642","North Las Vegas city"," Nevada",49586,NA,2012
"3652","Paradise CDP"," Nevada",42404,NA,2012
"3662","Reno city"," Nevada",43218,NA,2012
"3672","Sparks city"," Nevada",48819,NA,2012
"3682","Spring Valley CDP"," Nevada",48218,NA,2012
"3692","Sunrise Manor CDP"," Nevada",37279,NA,2012
"3702","Manchester city"," New Hampshire",54644,NA,2012
"3713","Nashua city"," New Hampshire",64359,NA,2012
"3722","Camden city"," New Jersey",25681,NA,2012
"3732","Clifton city"," New Jersey",64662,NA,2012
"3742","East Orange city"," New Jersey",36068,NA,2012
"3752","Elizabeth city"," New Jersey",39937,NA,2012
"3762","Jersey City city"," New Jersey",56794,NA,2012
"3772","Newark city"," New Jersey",31293,NA,2012
"3782","Passaic city"," New Jersey",35068,NA,2012
"3792","Paterson city"," New Jersey",32416,NA,2012
"3802","Toms River CDP"," New Jersey",61929,NA,2012
"3813","Trenton city"," New Jersey",31311,NA,2012
"3822","Union City city"," New Jersey",39890,NA,2012
"3832","Albuquerque city"," New Mexico",45373,NA,2012
"3842","Las Cruces city"," New Mexico",40768,NA,2012
"3852","Rio Rancho city"," New Mexico",60512,NA,2012
"3862","Santa Fe city"," New Mexico",47348,NA,2012
"3872","Albany city"," New York",42830,NA,2012
"3882","Buffalo city"," New York",30422,NA,2012
"3892","Cheektowaga CDP"," New York",46222,NA,2012
"3902","Mount Vernon city"," New York",45434,NA,2012
"3913","New Rochelle city"," New York",66656,NA,2012
"3922","New York city"," New York",50895,NA,2012
"3932","Rochester city"," New York",30769,NA,2012
"3942","Schenectady city"," New York",35508,NA,2012
"3952","Syracuse city"," New York",28807,NA,2012
"3962","Yonkers city"," New York",55298,NA,2012
"3972","Asheville city"," North Carolina",43423,NA,2012
"3982","Cary town"," North Carolina",86151,NA,2012
"3992","Charlotte city"," North Carolina",50950,NA,2012
"4002","Concord city"," North Carolina",51723,NA,2012
"4013","Durham city"," North Carolina",49332,NA,2012
"4022","Fayetteville city"," North Carolina",44322,NA,2012
"4032","Gastonia city"," North Carolina",42743,NA,2012
"4042","Greensboro city"," North Carolina",39336,NA,2012
"4052","Greenville city"," North Carolina",30566,NA,2012
"4062","High Point city"," North Carolina",43535,NA,2012
"4072","Jacksonville city"," North Carolina",41396,NA,2012
"4082","Raleigh city"," North Carolina",53653,NA,2012
"4092","Wilmington city"," North Carolina",46225,NA,2012
"4103","Winston-Salem city"," North Carolina",37592,NA,2012
"4113","Fargo city"," North Dakota",45360,NA,2012
"4122","Akron city"," Ohio",32645,NA,2012
"4132","Canton city"," Ohio",31528,NA,2012
"4142","Cincinnati city"," Ohio",30188,NA,2012
"4152","Cleveland city"," Ohio",24257,NA,2012
"4162","Columbus city"," Ohio",43844,NA,2012
"4172","Dayton city"," Ohio",27033,NA,2012
"4182","Lorain city"," Ohio",33940,NA,2012
"4192","Parma city"," Ohio",47541,NA,2012
"4202","Toledo city"," Ohio",31655,NA,2012
"4213","Youngstown city"," Ohio",23009,NA,2012
"4222","Broken Arrow city"," Oklahoma",61917,NA,2012
"4232","Edmond city"," Oklahoma",70199,NA,2012
"4242","Lawton city"," Oklahoma",43683,NA,2012
"4252","Norman city"," Oklahoma",49210,NA,2012
"4262","Oklahoma City city"," Oklahoma",43352,NA,2012
"4272","Tulsa city"," Oklahoma",40440,NA,2012
"4282","Beaverton city"," Oregon",51801,NA,2012
"4292","Bend city"," Oregon",52796,NA,2012
"4302","Eugene city"," Oregon",39150,NA,2012
"4313","Gresham city"," Oregon",45747,NA,2012
"4322","Hillsboro city"," Oregon",62474,NA,2012
"4332","Medford city"," Oregon",43898,NA,2012
"4342","Portland city"," Oregon",52158,NA,2012
"4352","Salem city"," Oregon",46479,NA,2012
"4362","Allentown city"," Pennsylvania",36158,NA,2012
"4372","Bethlehem city"," Pennsylvania",41014,NA,2012
"4382","Erie city"," Pennsylvania",33271,NA,2012
"4392","Philadelphia city"," Pennsylvania",35386,NA,2012
"4402","Pittsburgh city"," Pennsylvania",39884,NA,2012
"4413","Reading city"," Pennsylvania",25656,NA,2012
"4422","Scranton city"," Pennsylvania",35980,NA,2012
"4432","Cranston city"," Rhode Island",58992,NA,2012
"4442","Pawtucket city"," Rhode Island",43504,NA,2012
"4452","Providence city"," Rhode Island",33989,NA,2012
"4462","Warwick city"," Rhode Island",61453,NA,2012
"4472","Charleston city"," South Carolina",49266,NA,2012
"4482","Columbia city"," South Carolina",41837,NA,2012
"4492","Mount Pleasant town"," South Carolina",68356,NA,2012
"4502","North Charleston city"," South Carolina",38258,NA,2012
"4513","Rock Hill city"," South Carolina",39296,NA,2012
"4522","Rapid City city"," South Dakota",44626,NA,2012
"4532","Sioux Falls city"," South Dakota",48261,NA,2012
"4542","Chattanooga city"," Tennessee",40116,NA,2012
"4552","Clarksville city"," Tennessee",44560,NA,2012
"4562","Franklin city"," Tennessee",83365,NA,2012
"4572","Jackson city"," Tennessee",35217,NA,2012
"4582","Knoxville city"," Tennessee",32191,NA,2012
"4592","Memphis city"," Tennessee",33563,NA,2012
"4602","Murfreesboro city"," Tennessee",51496,NA,2012
"4613","Nashville-Davidson metropolitan government (balance)"," Tennessee",43399,NA,2012
"4622","Abilene city"," Texas",41197,NA,2012
"4632","Allen city"," Texas",107064,NA,2012
"4642","Amarillo city"," Texas",46028,NA,2012
"4652","Arlington city"," Texas",51285,NA,2012
"4662","Atascocita CDP"," Texas",73668,NA,2012
"4672","Austin city"," Texas",52453,NA,2012
"4682","Baytown city"," Texas",46673,NA,2012
"4692","Beaumont city"," Texas",35859,NA,2012
"4702","Brownsville city"," Texas",29619,NA,2012
"4713","Bryan city"," Texas",41677,NA,2012
"4722","Carrollton city"," Texas",66329,NA,2012
"4732","College Station city"," Texas",32339,NA,2012
"4742","Corpus Christi city"," Texas",49336,NA,2012
"4752","Dallas city"," Texas",41354,NA,2012
"4762","Denton city"," Texas",47367,NA,2012
"4772","Edinburg city"," Texas",44656,NA,2012
"4782","El Paso city"," Texas",40974,NA,2012
"4792","Flower Mound town"," Texas",113683,NA,2012
"4802","Fort Worth city"," Texas",50750,NA,2012
"4813","Frisco city"," Texas",111687,NA,2012
"4822","Garland city"," Texas",49652,NA,2012
"4832","Grand Prairie city"," Texas",55908,NA,2012
"4842","Harlingen city"," Texas",30345,NA,2012
"4852","Houston city"," Texas",42847,NA,2012
"4862","Irving city"," Texas",50987,NA,2012
"4872","Killeen city"," Texas",43074,NA,2012
"4882","Laredo city"," Texas",36970,NA,2012
"4892","League City city"," Texas",81046,NA,2012
"4902","Lewisville city"," Texas",52643,NA,2012
"4913","Longview city"," Texas",40067,NA,2012
"4922","Lubbock city"," Texas",39911,NA,2012
"4932","McAllen city"," Texas",46072,NA,2012
"4942","McKinney city"," Texas",79171,NA,2012
"4952","Mesquite city"," Texas",47408,NA,2012
"4962","Midland city"," Texas",61602,NA,2012
"4972","Mission city"," Texas",36208,NA,2012
"4982","Missouri City city"," Texas",84511,NA,2012
"4992","North Richland Hills city"," Texas",62139,NA,2012
"5002","Odessa city"," Texas",51948,NA,2012
"5013","Pasadena city"," Texas",44930,NA,2012
"5022","Pearland city"," Texas",85393,NA,2012
"5032","Pharr city"," Texas",29900,NA,2012
"5042","Plano city"," Texas",81475,NA,2012
"5052","Richardson city"," Texas",71082,NA,2012
"5062","Round Rock city"," Texas",70896,NA,2012
"5072","San Angelo city"," Texas",43980,NA,2012
"5082","San Antonio city"," Texas",45524,NA,2012
"5092","Sugar Land city"," Texas",113465,NA,2012
"5103","Temple city"," Texas",50437,NA,2012
"5113","The Woodlands CDP"," Texas",105151,NA,2012
"5122","Tyler city"," Texas",41210,NA,2012
"5132","Waco city"," Texas",31841,NA,2012
"5142","Wichita Falls city"," Texas",45847,NA,2012
"5152","Layton city"," Utah",66439,NA,2012
"5162","Millcreek CDP"," Utah",56345,NA,2012
"5172","Ogden city"," Utah",39412,NA,2012
"5182","Orem city"," Utah",52747,NA,2012
"5192","Provo city"," Utah",36972,NA,2012
"5202","St. George city"," Utah",40299,NA,2012
"5213","Salt Lake City city"," Utah",42827,NA,2012
"5222","Sandy city"," Utah",71932,NA,2012
"5232","West Jordan city"," Utah",65936,NA,2012
"5242","West Valley City city"," Utah",48518,NA,2012
"5252","Alexandria city"," Virginia",81160,NA,2012
"5262","Arlington CDP"," Virginia",100474,NA,2012
"5272","Centreville CDP"," Virginia",105851,NA,2012
"5282","Chesapeake city"," Virginia",65562,NA,2012
"5292","Dale City CDP"," Virginia",85492,NA,2012
"5302","Hampton city"," Virginia",47472,NA,2012
"5313","Lynchburg city"," Virginia",36912,NA,2012
"5322","Newport News city"," Virginia",47476,NA,2012
"5332","Norfolk city"," Virginia",42644,NA,2012
"5342","Portsmouth city"," Virginia",42487,NA,2012
"5352","Richmond city"," Virginia",38185,NA,2012
"5362","Roanoke city"," Virginia",37890,NA,2012
"5372","Suffolk city"," Virginia",65394,NA,2012
"5382","Virginia Beach city"," Virginia",61626,NA,2012
"5392","Auburn city"," Washington",49996,NA,2012
"5402","Bellevue city"," Washington",91449,NA,2012
"5413","Bellingham city"," Washington",41718,NA,2012
"5422","Everett city"," Washington",44832,NA,2012
"5432","Federal Way city"," Washington",49976,NA,2012
"5442","Kennewick city"," Washington",50841,NA,2012
"5452","Kent city"," Washington",53404,NA,2012
"5462","Pasco city"," Washington",55073,NA,2012
"5472","Renton city"," Washington",56978,NA,2012
"5482","Seattle city"," Washington",64473,NA,2012
"5492","Spokane city"," Washington",40925,NA,2012
"5502","Spokane Valley city"," Washington",46983,NA,2012
"5513","Tacoma city"," Washington",51258,NA,2012
"5522","Vancouver city"," Washington",45718,NA,2012
"5532","Yakima city"," Washington",40693,NA,2012
"5542","Appleton city"," Wisconsin",51319,NA,2012
"5552","Eau Claire city"," Wisconsin",39376,NA,2012
"5562","Green Bay city"," Wisconsin",38579,NA,2012
"5571","Kenosha city"," Wisconsin",50455,NA,2012
"5581","Madison city"," Wisconsin",51180,NA,2012
"5591","Milwaukee city"," Wisconsin",34042,NA,2012
"5601","Oshkosh city"," Wisconsin",45587,NA,2012
"5612","Racine city"," Wisconsin",38034,NA,2012
"5621","Waukesha city"," Wisconsin",54615,NA,2012
"5631","Bayamón zona urbana"," Puerto Rico",23625,NA,2012
"564","Caguas zona urbana"," Puerto Rico",21428,NA,2012
"565","Carolina zona urbana"," Puerto Rico",30419,NA,2012
"566","Guaynabo zona urbana"," Puerto Rico",36743,NA,2012
"567","Mayagüez zona urbana"," Puerto Rico",14342,NA,2012
"568","Ponce zona urbana"," Puerto Rico",16451,NA,2012
"569","San Juan zona urbana"," Puerto Rico",22077,NA,2012
"2104","Birmingham city"," Alabama",31152,1308,2013
"3104","Dothan city"," Alabama",41082,2294,2013
"4104","Hoover city"," Alabama",74782,7619,2013
"5104","Huntsville city"," Alabama",48199,2961,2013
"653","Mobile city"," Alabama",36150,3062,2013
"714","Montgomery city"," Alabama",43103,1958,2013
"814","Tuscaloosa city"," Alabama",39236,3658,2013
"914","Anchorage municipality"," Alaska",79045,4404,2013
"1014","Avondale city"," Arizona",51206,4448,2013
"1114","Casas Adobes CDP"," Arizona",53357,3521,2013
"1214","Chandler city"," Arizona",71545,3433,2013
"1314","Flagstaff city"," Arizona",52854,7578,2013
"1414","Gilbert town"," Arizona",81589,2951,2013
"1514","Glendale city"," Arizona",41037,2808,2013
"1614","Goodyear city"," Arizona",72219,9542,2013
"1714","Mesa city"," Arizona",47561,1805,2013
"1814","Peoria city"," Arizona",59377,4208,2013
"1914","Phoenix city"," Arizona",46601,1061,2013
"2014","San Tan Valley CDP"," Arizona",57005,4662,2013
"2114","Scottsdale city"," Arizona",69690,5449,2013
"2214","Surprise city"," Arizona",55857,5396,2013
"2314","Tempe city"," Arizona",48565,4441,2013
"2414","Tucson city"," Arizona",35720,1415,2013
"2514","Yuma city"," Arizona",44545,3732,2013
"2614","Fayetteville city"," Arkansas",37369,5447,2013
"2714","Fort Smith city"," Arkansas",34274,4152,2013
"2814","Jonesboro city"," Arkansas",39483,3320,2013
"2914","Little Rock city"," Arkansas",44546,3870,2013
"3014","North Little Rock city"," Arkansas",42811,3186,2013
"3114","Springdale city"," Arkansas",42050,5142,2013
"3214","Alameda city"," California",75212,6296,2013
"3314","Alhambra city"," California",51532,3266,2013
"3414","Anaheim city"," California",57550,3505,2013
"3514","Antioch city"," California",59356,4656,2013
"3614","Apple Valley town"," California",48734,8119,2013
"3714","Arden-Arcade CDP"," California",46340,5007,2013
"3814","Bakersfield city"," California",54763,4275,2013
"3914","Baldwin Park city"," California",49755,3848,2013
"4014","Bellflower city"," California",55772,6732,2013
"4114","Berkeley city"," California",61960,6184,2013
"4214","Buena Park city"," California",76761,6792,2013
"4314","Burbank city"," California",59314,9077,2013
"4414","Camarillo city"," California",89641,9607,2013
"4514","Carlsbad city"," California",82681,9000,2013
"4614","Carmichael CDP"," California",53858,6987,2013
